id,label,category,language,from_address,display_name,subject,body,indicators,has_auth_results,spf_result,dkim_result,dmarc_result,origin_ip,domain,domain_age_days
EML-0011,1,phishing,hinglish,admin@uni-portal-verification.com,University Portal,Urgent payment request,Ye payment request urgent hai. Kripya invoice details ko approved vendor record se verify karke hi payment process karein.,urgency language; authentication anomaly; suspicious sender identity,True,neutral,pass,none,198.51.100.109,uni-portal-verification.com,180
EML-0252,0,legitimate,english,billing@vendor.example,Vendor Billing,Invoice received,We have received your invoice and it has been added to our normal payment workflow. Our accounts team will contact you if additional information is required.,routine notification; no urgent financial action,True,neutral,pass,pass,198.51.100.218,vendor.example,2500
EML-0292,0,legitimate,english,it@acme.example,ACME IT,Invoice received,We have received your invoice and it has been added to our normal payment workflow. Our accounts team will contact you if additional information is required.,routine notification,False,neutral,none,none,198.51.100.108,acme.example,1200
EML-0227,0,legitimate,hinglish,it@acme.example,ACME IT,Meeting reminder,Kal ki meeting ka agenda internal calendar me available hai. Agar koi update ho to meeting se pehle add kar dein.,routine notification,False,pass,pass,pass,198.51.100.159,acme.example,2500
EML-0249,0,legitimate,english,billing@vendor.example,Vendor Billing,Password policy update,The organization's password policy has been updated. Please review the policy on the internal IT portal and contact the help desk with questions.,known organizational sender; routine notification,True,pass,pass,pass,198.51.100.131,vendor.example,1200
EML-0217,0,legitimate,english,billing@vendor.example,Vendor Billing,Monthly HR newsletter,"The monthly HR newsletter is available. It includes upcoming holidays, benefits reminders, and links to the internal employee portal.",routine notification; standard policy reminder,False,pass,pass,pass,198.51.100.97,vendor.example,700
EML-0024,1,phishing,english,support@paypa1-security.com,PayPal Security,Document shared with you,A protected document is waiting for review. Sign in to view the document and confirm your identity.,unexpected payment/account action; urgency language,True,fail,fail,fail,198.51.100.109,paypa1-security.com,365
EML-0033,1,phishing,english,support@paypa1-security.com,PayPal Security,Urgent: Verify your account,We detected unusual activity on your account. Please review your security details using the account verification page. Your access may be limited if verification is not completed today.,account verification request; lookalike domain; authentication anomaly,False,fail,none,none,198.51.100.110,paypa1-security.com,180
EML-0261,0,legitimate,english,billing@vendor.example,Vendor Billing,Monthly HR newsletter,"The monthly HR newsletter is available. It includes upcoming holidays, benefits reminders, and links to the internal employee portal.",normal internal workflow,True,neutral,none,none,198.51.100.127,vendor.example,5000
EML-0114,1,bec,english,director.accounts@business-support.org,Director Accounts,Gift cards for client meeting,Please purchase several gift cards for an upcoming client meeting and send the codes to me after purchase.,gift-card request; urgency language; bank-detail change; out-of-band verification needed,False,fail,pass,none,198.51.100.30,business-support.org,1200
EML-0290,0,legitimate,english,library@university.example,University Library,Meeting agenda,"Please find the agenda for tomorrow's team meeting. We will review project progress, open actions, and next week's priorities.",known organizational sender,False,pass,pass,pass,198.51.100.66,university.example,700
EML-0245,0,legitimate,english,it@acme.example,ACME IT,Meeting agenda,"Please find the agenda for tomorrow's team meeting. We will review project progress, open actions, and next week's priorities.",standard policy reminder; normal internal workflow; routine notification,False,pass,none,pass,198.51.100.113,acme.example,2500
EML-0017,1,phishing,english,security@amaz0n-help.com,Amazon Security,Action required: payment information,A recent payment needs confirmation. Review the transaction and confirm your account details as soon as possible.,unexpected payment/account action; lookalike domain; authentication anomaly,False,fail,pass,pass,198.51.100.58,amaz0n-help.com,8
EML-0006,1,phishing,english,security@amaz0n-help.com,Amazon Security,Action required: payment information,A recent payment needs confirmation. Review the transaction and confirm your account details as soon as possible.,urgency language; account verification request,True,pass,pass,pass,198.51.100.98,amaz0n-help.com,45
EML-0020,1,phishing,english,admin@uni-portal-verification.com,University Portal,Refund notification,Your refund is ready for processing. Confirm the requested account information so the refund can be completed.,account verification request; unexpected payment/account action; suspicious sender identity,True,pass,pass,none,198.51.100.111,uni-portal-verification.com,45
EML-0288,0,legitimate,english,noreply@service.example,Service Notifications,Meeting agenda,"Please find the agenda for tomorrow's team meeting. We will review project progress, open actions, and next week's priorities.",no urgent financial action; normal internal workflow; expected meeting/HR communication,True,neutral,pass,none,198.51.100.227,service.example,700
EML-0067,1,phishing,english,support@paypa1-security.com,PayPal Security,Action required: payment information,A recent payment needs confirmation. Review the transaction and confirm your account details as soon as possible.,account verification request; lookalike domain; urgency language; suspicious sender identity,False,neutral,pass,pass,198.51.100.56,paypa1-security.com,365
EML-0151,1,bec,english,ceo.office@company-mailbox.com,Executive Office,Invoice approval needed today,Please prioritize this invoice and confirm once the payment has been scheduled. I will be unavailable for most of the day.,bank-detail change; urgency language; gift-card request; out-of-band verification needed,True,fail,pass,fail,198.51.100.62,company-mailbox.com,365
EML-0150,1,bec,hinglish,finance.director@vendor-payments.com,Finance Director,Confidential request,Main meeting me hoon. Is request ko priority dein aur payment confirmation bhej dein. Verification ke liye known phone number use karein.,out-of-band verification needed; executive impersonation; urgency language; gift-card request,False,neutral,none,none,198.51.100.142,vendor-payments.com,8
EML-0022,1,phishing,hinglish,alerts@micr0soft-login.com,Microsoft Account Team,Urgent payment request,Ye payment request urgent hai. Kripya invoice details ko approved vendor record se verify karke hi payment process karein.,unexpected payment/account action; account verification request; authentication anomaly; urgency language,True,fail,pass,pass,198.51.100.114,micr0soft-login.com,1200
EML-0166,1,bec,english,ceo.office@company-mailbox.com,Executive Office,Bank details changed,Our banking details have changed for this invoice. Please update the beneficiary information before releasing the payment.,urgency language; executive impersonation,True,fail,none,none,198.51.100.89,company-mailbox.com,21
EML-0162,1,bec,english,finance.director@vendor-payments.com,Finance Director,Invoice approval needed today,Please prioritize this invoice and confirm once the payment has been scheduled. I will be unavailable for most of the day.,urgency language; bank-detail change; payment request; executive impersonation,True,pass,fail,pass,198.51.100.231,vendor-payments.com,365
EML-0176,1,bec,hinglish,ceo.office@company-mailbox.com,Executive Office,Confidential request,Main meeting me hoon. Is request ko priority dein aur payment confirmation bhej dein. Verification ke liye known phone number use karein.,urgency language; bank-detail change,False,neutral,none,fail,198.51.100.74,company-mailbox.com,180
EML-0096,1,phishing,english,verify@office365-check.com,Microsoft 365,Your mailbox will be suspended,Your mailbox has exceeded the current security threshold. Confirm your sign-in details to prevent interruption of service.,account verification request; unexpected payment/account action; suspicious sender identity,True,pass,fail,none,198.51.100.92,office365-check.com,180
EML-0103,1,bec,english,director.accounts@business-support.org,Director Accounts,Gift cards for client meeting,Please purchase several gift cards for an upcoming client meeting and send the codes to me after purchase.,urgency language; executive impersonation; payment request; bank-detail change,True,neutral,none,fail,198.51.100.235,business-support.org,180
EML-0211,0,legitimate,english,noreply@service.example,Service Notifications,Invoice received,We have received your invoice and it has been added to our normal payment workflow. Our accounts team will contact you if additional information is required.,expected meeting/HR communication; routine notification; normal internal workflow,False,pass,pass,pass,198.51.100.60,service.example,1200
EML-0051,1,phishing,english,security@amaz0n-help.com,Amazon Security,Action required: payment information,A recent payment needs confirmation. Review the transaction and confirm your account details as soon as possible.,urgency language; unexpected payment/account action,True,fail,none,fail,198.51.100.107,amaz0n-help.com,8
EML-0034,1,phishing,hinglish,security@amaz0n-help.com,Amazon Security,Account verify karna zaroori hai,Aapke account me unusual activity detect hui hai. Kripya official account portal se security details review karein. Agar aapne activity nahi ki hai to IT help desk se contact karein.,suspicious sender identity; urgency language,True,neutral,none,pass,198.51.100.111,amaz0n-help.com,21
EML-0057,1,phishing,hinglish,security@amaz0n-help.com,Amazon Security,Account verify karna zaroori hai,Aapke account me unusual activity detect hui hai. Kripya official account portal se security details review karein. Agar aapne activity nahi ki hai to IT help desk se contact karein.,urgency language; account verification request,True,pass,none,pass,198.51.100.62,amaz0n-help.com,21
EML-0200,0,legitimate,english,billing@vendor.example,Vendor Billing,Scheduled maintenance notice,The IT team will perform scheduled maintenance this weekend. Some internal services may be unavailable during the maintenance window.,standard policy reminder; no urgent financial action; routine notification,False,pass,pass,none,198.51.100.57,vendor.example,1200
EML-0213,0,legitimate,english,noreply@service.example,Service Notifications,Password policy update,The organization's password policy has been updated. Please review the policy on the internal IT portal and contact the help desk with questions.,known organizational sender,True,pass,pass,none,198.51.100.243,service.example,1200
EML-0262,0,legitimate,english,billing@vendor.example,Vendor Billing,Invoice received,We have received your invoice and it has been added to our normal payment workflow. Our accounts team will contact you if additional information is required.,normal internal workflow; routine notification,False,pass,pass,pass,198.51.100.9,vendor.example,2500
EML-0004,1,phishing,english,accounts@bank-secure-alerts.com,Bank Security,Action required: payment information,A recent payment needs confirmation. Review the transaction and confirm your account details as soon as possible.,urgency language; unexpected payment/account action,True,fail,fail,none,198.51.100.68,bank-secure-alerts.com,1200
EML-0032,1,phishing,english,alerts@micr0soft-login.com,Microsoft Account Team,Refund notification,Your refund is ready for processing. Confirm the requested account information so the refund can be completed.,lookalike domain; account verification request; authentication anomaly; unexpected payment/account action,True,fail,pass,pass,198.51.100.163,micr0soft-login.com,90
EML-0036,1,phishing,english,alerts@micr0soft-login.com,Microsoft Account Team,Action required: payment information,A recent payment needs confirmation. Review the transaction and confirm your account details as soon as possible.,unexpected payment/account action; urgency language,True,neutral,fail,fail,198.51.100.206,micr0soft-login.com,365
EML-0204,0,legitimate,english,hr@acme.example,ACME HR,Invoice received,We have received your invoice and it has been added to our normal payment workflow. Our accounts team will contact you if additional information is required.,known organizational sender; routine notification; expected meeting/HR communication,True,neutral,pass,pass,198.51.100.145,acme.example,700
EML-0206,0,legitimate,english,hr@acme.example,ACME HR,Password policy update,The organization's password policy has been updated. Please review the policy on the internal IT portal and contact the help desk with questions.,routine notification; expected meeting/HR communication; known organizational sender,True,pass,pass,pass,198.51.100.197,acme.example,1200
EML-0053,1,phishing,english,admin@uni-portal-verification.com,University Portal,Refund notification,Your refund is ready for processing. Confirm the requested account information so the refund can be completed.,unexpected payment/account action; account verification request,True,fail,fail,pass,198.51.100.100,uni-portal-verification.com,45
EML-0237,0,legitimate,english,hr@acme.example,ACME HR,Monthly HR newsletter,"The monthly HR newsletter is available. It includes upcoming holidays, benefits reminders, and links to the internal employee portal.",no urgent financial action,True,pass,pass,pass,198.51.100.34,acme.example,700
EML-0049,1,phishing,english,security@amaz0n-help.com,Amazon Security,Action required: payment information,A recent payment needs confirmation. Review the transaction and confirm your account details as soon as possible.,unexpected payment/account action; lookalike domain; account verification request,False,fail,none,fail,198.51.100.161,amaz0n-help.com,21
EML-0270,0,legitimate,hinglish,billing@vendor.example,Vendor Billing,Salary update notice,Salary processing schedule ke baare me HR ka monthly update available hai. Details internal HR portal par check karein.,expected meeting/HR communication; no urgent financial action; standard policy reminder,True,pass,pass,none,198.51.100.1,vendor.example,700
EML-0283,0,legitimate,hinglish,library@university.example,University Library,Meeting reminder,Kal ki meeting ka agenda internal calendar me available hai. Agar koi update ho to meeting se pehle add kar dein.,expected meeting/HR communication; normal internal workflow; known organizational sender,True,pass,none,pass,198.51.100.4,university.example,2500
EML-0208,0,legitimate,english,hr@acme.example,ACME HR,Library due date reminder,This is a reminder that the items on your library account are due next week. You can renew eligible items through the normal library portal.,standard policy reminder,True,neutral,pass,none,198.51.100.251,acme.example,1200
EML-0016,1,phishing,hinglish,support@paypa1-security.com,PayPal Security,Document review,Ek document aapke review ke liye available hai. Company ke normal document portal se login karke document open karein.,account verification request; authentication anomaly; unexpected payment/account action; lookalike domain,True,fail,none,none,198.51.100.109,paypa1-security.com,21
EML-0090,1,phishing,english,verify@office365-check.com,Microsoft 365,Urgent: Verify your account,We detected unusual activity on your account. Please review your security details using the account verification page. Your access may be limited if verification is not completed today.,lookalike domain; suspicious sender identity; unexpected payment/account action,False,pass,fail,none,198.51.100.220,office365-check.com,180
EML-0134,1,bec,english,ceo.office@company-mailbox.com,Executive Office,Invoice approval needed today,Please prioritize this invoice and confirm once the payment has been scheduled. I will be unavailable for most of the day.,gift-card request; payment request; urgency language,False,fail,none,pass,198.51.100.246,company-mailbox.com,8
EML-0154,1,bec,english,procurement@partner-invoice.net,Procurement,Gift cards for client meeting,Please purchase several gift cards for an upcoming client meeting and send the codes to me after purchase.,bank-detail change; gift-card request; out-of-band verification needed; payment request,True,neutral,pass,fail,198.51.100.92,partner-invoice.net,1200
EML-0026,1,phishing,english,support@paypa1-security.com,PayPal Security,Urgent: Verify your account,We detected unusual activity on your account. Please review your security details using the account verification page. Your access may be limited if verification is not completed today.,unexpected payment/account action; suspicious sender identity; account verification request; urgency language,False,pass,pass,pass,198.51.100.153,paypa1-security.com,8
EML-0263,0,legitimate,english,it@acme.example,ACME IT,Library due date reminder,This is a reminder that the items on your library account are due next week. You can renew eligible items through the normal library portal.,standard policy reminder; known organizational sender,False,neutral,pass,none,198.51.100.30,acme.example,2500
EML-0203,0,legitimate,hinglish,hr@acme.example,ACME HR,Salary update notice,Salary processing schedule ke baare me HR ka monthly update available hai. Details internal HR portal par check karein.,standard policy reminder; normal internal workflow; expected meeting/HR communication,True,pass,none,pass,198.51.100.30,acme.example,1200
EML-0183,0,legitimate,english,noreply@service.example,Service Notifications,Library due date reminder,This is a reminder that the items on your library account are due next week. You can renew eligible items through the normal library portal.,normal internal workflow; routine notification; known organizational sender,True,neutral,none,none,198.51.100.159,service.example,5000
EML-0128,1,bec,english,ceo.office@company-mailbox.com,Executive Office,Gift cards for client meeting,Please purchase several gift cards for an upcoming client meeting and send the codes to me after purchase.,executive impersonation; payment request; bank-detail change,False,fail,none,pass,198.51.100.102,company-mailbox.com,1200
EML-0278,0,legitimate,hinglish,it@acme.example,ACME IT,Salary update notice,Salary processing schedule ke baare me HR ka monthly update available hai. Details internal HR portal par check karein.,standard policy reminder,False,pass,none,none,198.51.100.43,acme.example,5000
EML-0076,1,phishing,english,support@paypa1-security.com,PayPal Security,Urgent: Verify your account,We detected unusual activity on your account. Please review your security details using the account verification page. Your access may be limited if verification is not completed today.,lookalike domain; suspicious sender identity,False,neutral,fail,fail,198.51.100.32,paypa1-security.com,90
EML-0168,1,bec,hinglish,procurement@partner-invoice.net,Procurement,Payment jaldi process karein,Ye invoice urgent hai. Payment release karne se pehle approved vendor record aur bank details independently verify karein.,urgency language; executive impersonation; out-of-band verification needed; gift-card request,False,neutral,fail,pass,198.51.100.161,partner-invoice.net,45
EML-0111,1,bec,english,ceo.office@company-mailbox.com,Executive Office,Urgent confidential request,I am in a meeting and need this handled immediately. Please arrange the requested payment and send the confirmation once completed.,bank-detail change; urgency language; executive impersonation,True,neutral,pass,none,198.51.100.12,company-mailbox.com,365
EML-0021,1,phishing,english,security@amaz0n-help.com,Amazon Security,Document shared with you,A protected document is waiting for review. Sign in to view the document and confirm your identity.,authentication anomaly; urgency language,True,fail,none,fail,198.51.100.205,amaz0n-help.com,1200
EML-0156,1,bec,english,procurement@partner-invoice.net,Procurement,Invoice approval needed today,Please prioritize this invoice and confirm once the payment has been scheduled. I will be unavailable for most of the day.,urgency language; executive impersonation; bank-detail change; gift-card request,True,neutral,pass,none,198.51.100.76,partner-invoice.net,45
EML-0081,1,phishing,hinglish,admin@uni-portal-verification.com,University Portal,Document review,Ek document aapke review ke liye available hai. Company ke normal document portal se login karke document open karein.,authentication anomaly; suspicious sender identity,True,fail,pass,pass,198.51.100.133,uni-portal-verification.com,45
EML-0047,1,phishing,english,verify@office365-check.com,Microsoft 365,Urgent: Verify your account,We detected unusual activity on your account. Please review your security details using the account verification page. Your access may be limited if verification is not completed today.,account verification request; suspicious sender identity,True,pass,none,pass,198.51.100.235,office365-check.com,1200
EML-0287,0,legitimate,english,it@acme.example,ACME IT,Password policy update,The organization's password policy has been updated. Please review the policy on the internal IT portal and contact the help desk with questions.,routine notification,False,pass,none,pass,198.51.100.42,acme.example,5000
EML-0136,1,bec,hinglish,procurement@partner-invoice.net,Procurement,Confidential request,Main meeting me hoon. Is request ko priority dein aur payment confirmation bhej dein. Verification ke liye known phone number use karein.,bank-detail change; urgency language; executive impersonation,False,neutral,fail,pass,198.51.100.85,partner-invoice.net,8
EML-0238,0,legitimate,hinglish,noreply@service.example,Service Notifications,Meeting reminder,Kal ki meeting ka agenda internal calendar me available hai. Agar koi update ho to meeting se pehle add kar dein.,standard policy reminder; known organizational sender; routine notification,True,pass,pass,none,198.51.100.24,service.example,2500
EML-0158,1,bec,english,director.accounts@business-support.org,Director Accounts,Gift cards for client meeting,Please purchase several gift cards for an upcoming client meeting and send the codes to me after purchase.,out-of-band verification needed; executive impersonation; gift-card request,False,neutral,fail,fail,198.51.100.132,business-support.org,1200
EML-0232,0,legitimate,hinglish,hr@acme.example,ACME HR,Meeting reminder,Kal ki meeting ka agenda internal calendar me available hai. Agar koi update ho to meeting se pehle add kar dein.,standard policy reminder,True,neutral,pass,pass,198.51.100.77,acme.example,1200
EML-0107,1,bec,english,ceo.office@company-mailbox.com,Executive Office,Gift cards for client meeting,Please purchase several gift cards for an upcoming client meeting and send the codes to me after purchase.,urgency language; payment request; executive impersonation,True,pass,none,pass,198.51.100.165,company-mailbox.com,365
EML-0184,0,legitimate,hinglish,hr@acme.example,ACME HR,Salary update notice,Salary processing schedule ke baare me HR ka monthly update available hai. Details internal HR portal par check karein.,expected meeting/HR communication; routine notification; normal internal workflow,True,pass,pass,pass,198.51.100.39,acme.example,5000
EML-0275,0,legitimate,english,it@acme.example,ACME IT,Password policy update,The organization's password policy has been updated. Please review the policy on the internal IT portal and contact the help desk with questions.,expected meeting/HR communication; routine notification,False,pass,pass,pass,198.51.100.123,acme.example,700
EML-0062,1,phishing,hinglish,admin@uni-portal-verification.com,University Portal,Mailbox warning,Aapka mailbox storage limit ke paas hai. Official IT portal par storage status check karein. Kisi unknown link par login details enter na karein.,unexpected payment/account action; authentication anomaly; suspicious sender identity; lookalike domain,False,fail,fail,pass,198.51.100.213,uni-portal-verification.com,8
EML-0209,0,legitimate,english,library@university.example,University Library,Monthly HR newsletter,"The monthly HR newsletter is available. It includes upcoming holidays, benefits reminders, and links to the internal employee portal.",expected meeting/HR communication; standard policy reminder,True,neutral,pass,pass,198.51.100.64,university.example,5000
EML-0161,1,bec,english,finance.director@vendor-payments.com,Finance Director,Gift cards for client meeting,Please purchase several gift cards for an upcoming client meeting and send the codes to me after purchase.,executive impersonation; payment request,True,neutral,fail,none,198.51.100.31,vendor-payments.com,45
EML-0239,0,legitimate,english,library@university.example,University Library,Monthly HR newsletter,"The monthly HR newsletter is available. It includes upcoming holidays, benefits reminders, and links to the internal employee portal.",known organizational sender; routine notification,False,neutral,pass,none,198.51.100.134,university.example,1200
EML-0231,0,legitimate,english,noreply@service.example,Service Notifications,Password policy update,The organization's password policy has been updated. Please review the policy on the internal IT portal and contact the help desk with questions.,no urgent financial action; routine notification,True,neutral,pass,none,198.51.100.145,service.example,700
EML-0085,1,phishing,hinglish,verify@office365-check.com,Microsoft 365,Urgent payment request,Ye payment request urgent hai. Kripya invoice details ko approved vendor record se verify karke hi payment process karein.,suspicious sender identity; authentication anomaly,False,pass,pass,fail,198.51.100.198,office365-check.com,1200
EML-0055,1,phishing,english,security@amaz0n-help.com,Amazon Security,Urgent: Verify your account,We detected unusual activity on your account. Please review your security details using the account verification page. Your access may be limited if verification is not completed today.,account verification request; unexpected payment/account action; authentication anomaly,True,fail,fail,fail,198.51.100.55,amaz0n-help.com,90
EML-0080,1,phishing,english,verify@office365-check.com,Microsoft 365,Your mailbox will be suspended,Your mailbox has exceeded the current security threshold. Confirm your sign-in details to prevent interruption of service.,unexpected payment/account action; lookalike domain; authentication anomaly; suspicious sender identity,True,fail,pass,fail,198.51.100.65,office365-check.com,45
EML-0056,1,phishing,english,accounts@bank-secure-alerts.com,Bank Security,Document shared with you,A protected document is waiting for review. Sign in to view the document and confirm your identity.,lookalike domain; urgency language; unexpected payment/account action,True,neutral,none,pass,198.51.100.244,bank-secure-alerts.com,45
EML-0070,1,phishing,hinglish,verify@office365-check.com,Microsoft 365,Mailbox warning,Aapka mailbox storage limit ke paas hai. Official IT portal par storage status check karein. Kisi unknown link par login details enter na karein.,unexpected payment/account action; lookalike domain; account verification request,True,fail,fail,pass,198.51.100.211,office365-check.com,8
EML-0104,1,bec,hinglish,director.accounts@business-support.org,Director Accounts,Payment jaldi process karein,Ye invoice urgent hai. Payment release karne se pehle approved vendor record aur bank details independently verify karein.,urgency language; bank-detail change; executive impersonation; gift-card request,True,pass,fail,fail,198.51.100.30,business-support.org,8
EML-0039,1,phishing,hinglish,accounts@bank-secure-alerts.com,Bank Security,Mailbox warning,Aapka mailbox storage limit ke paas hai. Official IT portal par storage status check karein. Kisi unknown link par login details enter na karein.,suspicious sender identity; unexpected payment/account action; lookalike domain; urgency language,True,fail,pass,none,198.51.100.247,bank-secure-alerts.com,45
EML-0120,1,bec,english,procurement@partner-invoice.net,Procurement,Urgent confidential request,I am in a meeting and need this handled immediately. Please arrange the requested payment and send the confirmation once completed.,payment request; urgency language,False,fail,fail,fail,198.51.100.2,partner-invoice.net,21
EML-0140,1,bec,english,finance.director@vendor-payments.com,Finance Director,Vendor payment update,Please use the updated payment instructions in the attached request for the outstanding invoice. This is time-sensitive.,executive impersonation; urgency language,True,neutral,none,none,198.51.100.227,vendor-payments.com,180
